Pathway,Source,PathwayID
TAK1-dependent IKK And NF-kappa-B Activation R-HSA-445989,Reactome,1599
TBC/RABGAPs R-HSA-8854214,Reactome,1600
TCF Dependent Signaling In Response To WNT R-HSA-201681,Reactome,1601
TCR Signaling R-HSA-202403,Reactome,1602
TFAP2 (AP-2) Family Regulates Transcription Of Cell Cycle Factors R-HSA-8866911,Reactome,1603
TFAP2 (AP-2) Family Regulates Transcription Of Growth Factors And Their Receptors R-HSA-8866910,Reactome,1604
TFAP2A Acts As A Transcriptional Repressor During Retinoic Acid Induced Cell Differentiation R-HSA-8869496,Reactome,1605
TGF-beta Receptor Signaling Activates SMADs R-HSA-2173789,Reactome,1606
TGF-beta Receptor Signaling In EMT (Epithelial To Mesenchymal Transition) R-HSA-2173791,Reactome,1607
"TICAM1, RIP1-mediated IKK Complex Recruitment R-HSA-168927",Reactome,1608
"TICAM1,TRAF6-dependent Induction Of TAK1 Complex R-HSA-9014325",Reactome,1609
TICAM1-dependent Activation Of IRF3/IRF7 R-HSA-9013973,Reactome,1610
TLR3-mediated TICAM1-dependent Programmed Cell Death R-HSA-9013957,Reactome,1611
TNF Receptor Superfamily (TNFSF) Members Mediating Non-Canonical NF-kB Pathway R-HSA-5676594,Reactome,1612
TNF Signaling R-HSA-75893,Reactome,1613
TNFR1-induced NFkappaB Signaling Pathway R-HSA-5357956,Reactome,1614
TNFR1-induced Proapoptotic Signaling R-HSA-5357786,Reactome,1615
TNFR1-mediated Ceramide Production R-HSA-5626978,Reactome,1616
TNFR2 Non-Canonical NF-kB Pathway R-HSA-5668541,Reactome,1617
TNFs Bind Their Physiological Receptors R-HSA-5669034,Reactome,1618
TP53 Regulates Metabolic Genes R-HSA-5628897,Reactome,1619
TP53 Regulates Transcription Of Caspase Activators And Caspases R-HSA-6803207,Reactome,1620
TP53 Regulates Transcription Of Cell Cycle Genes R-HSA-6791312,Reactome,1621
TP53 Regulates Transcription Of Cell Death Genes R-HSA-5633008,Reactome,1622
TP53 Regulates Transcription Of DNA Repair Genes R-HSA-6796648,Reactome,1623
TP53 Regulates Transcription Of Death Receptors And Ligands R-HSA-6803211,Reactome,1624
TP53 Regulates Transcription Of Genes Involved In Cytochrome C Release R-HSA-6803204,Reactome,1625
TP53 Regulates Transcription Of Genes Involved In G1 Cell Cycle Arrest R-HSA-6804116,Reactome,1626
TP53 Regulates Transcription Of Genes Involved In G2 Cell Cycle Arrest R-HSA-6804114,Reactome,1627
TP53 Regulates Transcription Of Additional Cell Cycle Genes With Uncertain Roles In P53 Pathway R-HSA-6804115,Reactome,1628
TP53 Regulates Transcription Of Additional Cell Death Genes With Uncertain Roles In P53-Dependent Apoptosis R-HSA-6803205,Reactome,1629
TRAF3-dependent IRF Activation Pathway R-HSA-918233,Reactome,1630
TRAF6 Mediated IRF7 Activation R-HSA-933541,Reactome,1631
TRAF6 Mediated IRF7 Activation In TLR7/8 Or 9 Signaling R-HSA-975110,Reactome,1632
TRAF6 Mediated NF-kB Activation R-HSA-933542,Reactome,1633
TRAF6 Mediated Induction Of NFkB And MAP Kinases Upon TLR7/8 Or 9 Activation R-HSA-975138,Reactome,1634
TRAF6-mediated Induction Of TAK1 Complex Within TLR4 Complex R-HSA-937072,Reactome,1635
TRAIL Signaling R-HSA-75158,Reactome,1636
TRIF-mediated Programmed Cell Death R-HSA-2562578,Reactome,1637
TRP Channels R-HSA-3295583,Reactome,1638
TYSND1 Cleaves Peroxisomal Proteins R-HSA-9033500,Reactome,1639
Tachykinin Receptors Bind Tachykinins R-HSA-380095,Reactome,1640
Tandem Pore Domain Potassium Channels R-HSA-1296346,Reactome,1641
Telomere C-strand (Lagging Strand) Synthesis R-HSA-174417,Reactome,1642
Telomere C-strand Synthesis Initiation R-HSA-174430,Reactome,1643
Telomere Extension By Telomerase R-HSA-171319,Reactome,1644
Telomere Maintenance R-HSA-157579,Reactome,1645
Terminal Pathway Of Complement R-HSA-166665,Reactome,1646
Termination Of O-glycan Biosynthesis R-HSA-977068,Reactome,1647
Termination Of Translesion DNA Synthesis R-HSA-5656169,Reactome,1648
"Tetrahydrobiopterin (BH4) Synthesis, Recycling, Salvage And Regulation R-HSA-1474151",Reactome,1649
NLRP3 Inflammasome R-HSA-844456,Reactome,1650
Activation Of Arylsulfatases R-HSA-1663150,Reactome,1651
Canonical Retinoid Cycle In Rods (Twilight Vision) R-HSA-2453902,Reactome,1652
Citric Acid (TCA) Cycle And Respiratory Electron Transport R-HSA-1428517,Reactome,1653
Fatty Acid Cycling Model R-HSA-167826,Reactome,1654
Phototransduction Cascade R-HSA-2514856,Reactome,1655
Retinoid Cycle In Cones (Daylight Vision) R-HSA-2187335,Reactome,1656
Role Of GTSE1 In G2/M Progression After G2 Checkpoint R-HSA-8852276,Reactome,1657
Role Of Nef In HIV-1 Replication And Disease Pathogenesis R-HSA-164952,Reactome,1658
Thrombin Signaling Thru Proteinase Activated Receptors (PARs) R-HSA-456926,Reactome,1659
Thromboxane Signaling Thru TP Receptor R-HSA-428930,Reactome,1660
Thyroxine Biosynthesis R-HSA-209968,Reactome,1661
Tie2 Signaling R-HSA-210993,Reactome,1662
Tight Junction Interactions R-HSA-420029,Reactome,1663
Toll Like Receptor 3 (TLR3) Cascade R-HSA-168164,Reactome,1664
Toll Like Receptor 4 (TLR4) Cascade R-HSA-166016,Reactome,1665
Toll Like Receptor 7/8 (TLR7/8) Cascade R-HSA-168181,Reactome,1666
Toll Like Receptor 9 (TLR9) Cascade R-HSA-168138,Reactome,1667
Toll-like Receptor Cascades R-HSA-168898,Reactome,1668
Toxicity Of Botulinum Toxin Type D (botD) R-HSA-5250955,Reactome,1669
Toxicity Of Botulinum Toxin Type F (botF) R-HSA-5250981,Reactome,1670
Trafficking And Processing Of Endosomal TLR R-HSA-1679131,Reactome,1671
Trafficking Of GluR2-containing AMPA Receptors R-HSA-416993,Reactome,1672
Transcription Of E2F Targets Under Negative Control By DREAM Complex R-HSA-1362277,Reactome,1673
Transcription Of E2F Targets Under Negative Control By P107 (RBL1) And P130 (RBL2) In Complex With HDAC1 R-HSA-1362300,Reactome,1674
Transcription Of HIV Genome R-HSA-167172,Reactome,1675
Transcription-Coupled Nucleotide Excision Repair (TC-NER) R-HSA-6781827,Reactome,1676
Transcriptional Regulation By E2F6 R-HSA-8953750,Reactome,1677
Transcriptional Regulation By MECP2 R-HSA-8986944,Reactome,1678
Transcriptional Regulation By TP53 R-HSA-3700989,Reactome,1679
Transcriptional Regulation By VENTX R-HSA-8853884,Reactome,1680
Transcriptional Activation Of Mitochondrial Biogenesis R-HSA-2151201,Reactome,1681
Transcriptional Activity Of SMAD2/SMAD3:SMAD4 Heterotrimer R-HSA-2173793,Reactome,1682
Transcriptional Regulation By RUNX1 R-HSA-8878171,Reactome,1683
Transcriptional Regulation By RUNX2 R-HSA-8878166,Reactome,1684
Transcriptional Regulation By RUNX3 R-HSA-8878159,Reactome,1685
Transcriptional Regulation By Small RNAs R-HSA-5578749,Reactome,1686
Transcriptional Regulation By AP-2 (TFAP2) Family Of Transcription Factors R-HSA-8864260,Reactome,1687
Transcriptional Regulation Of Granulopoiesis R-HSA-9616222,Reactome,1688
Transcriptional Regulation Of Pluripotent Stem Cells R-HSA-452723,Reactome,1689
Transcriptional Regulation Of Testis Differentiation R-HSA-9690406,Reactome,1690
Transcriptional Regulation Of White Adipocyte Differentiation R-HSA-381340,Reactome,1691
Transferrin Endocytosis And Recycling R-HSA-917977,Reactome,1692
Translation R-HSA-72766,Reactome,1693
Translation Initiation Complex Formation R-HSA-72649,Reactome,1694
Translation Of Replicase And Assembly Of Replication Transcription Complex R-HSA-9679504,Reactome,1695
Translation Of Structural Proteins R-HSA-9683701,Reactome,1696
Translesion Synthesis By POLH R-HSA-110320,Reactome,1697
Translesion Synthesis By POLI R-HSA-5656121,Reactome,1698
Translesion Synthesis By POLK R-HSA-5655862,Reactome,1699
Translesion Synthesis By REV1 R-HSA-110312,Reactome,1700
Translesion Synthesis By Y Family DNA Polymerases Bypasses Lesions On DNA Template R-HSA-110313,Reactome,1701
Translocation Of SLC2A4 (GLUT4) To Plasma Membrane R-HSA-1445148,Reactome,1702
Translocation Of ZAP-70 To Immunological Synapse R-HSA-202430,Reactome,1703
Transmission Across Chemical Synapses R-HSA-112315,Reactome,1704
Transport And Synthesis Of PAPS R-HSA-174362,Reactome,1705
Transport Of Mature Transcript To Cytoplasm R-HSA-72202,Reactome,1706
Transport Of Mature mRNA Derived From An Intronless Transcript R-HSA-159231,Reactome,1707
Transport Of Mature mRNA Derived From An Intron-Containing Transcript R-HSA-159236,Reactome,1708
Transport Of Mature mRNAs Derived From Intronless Transcripts R-HSA-159234,Reactome,1709
Transport Of RCbl Within Body R-HSA-9758890,Reactome,1710
Transport Of Ribonucleoproteins Into Host Nucleus R-HSA-168271,Reactome,1711
"Transport Of Bile Salts And Organic Acids, Metal Ions And Amine Compounds R-HSA-425366",Reactome,1712
Transport Of Fatty Acids R-HSA-804914,Reactome,1713
Transport Of Gamma-Carboxylated Protein Precursors From Endoplasmic Reticulum To Golgi Apparatus R-HSA-159763,Reactome,1714
Transport Of Inorganic Cations/Anions And Amino Acids/Oligopeptides R-HSA-425393,Reactome,1715
Transport Of Nucleosides And Free Purine And Pyrimidine Bases Across Plasma Membrane R-HSA-83936,Reactome,1716
Transport Of Nucleotide Sugars R-HSA-727802,Reactome,1717
Transport Of Organic Anions R-HSA-879518,Reactome,1718
Transport Of Small Molecules R-HSA-382551,Reactome,1719
Transport Of SLBP Dependant Mature mRNA R-HSA-159230,Reactome,1720
Transport Of SLBP Independent Mature mRNA R-HSA-159227,Reactome,1721
"Transport Of Vitamins, Nucleosides, And Related Molecules R-HSA-425397",Reactome,1722
Transport To Golgi And Subsequent Modification R-HSA-948021,Reactome,1723
Triglyceride Biosynthesis R-HSA-75109,Reactome,1724
Triglyceride Catabolism R-HSA-163560,Reactome,1725
Triglyceride Metabolism R-HSA-8979227,Reactome,1726
"Tristetraprolin (TTP, ZFP36) Binds And Destabilizes mRNA R-HSA-450513",Reactome,1727
Tryptophan Catabolism R-HSA-71240,Reactome,1728
Type I Hemidesmosome Assembly R-HSA-446107,Reactome,1729
Tyrosine Catabolism R-HSA-8963684,Reactome,1730
UCH Proteinases R-HSA-5689603,Reactome,1731
Ub-specific Processing Proteases R-HSA-5689880,Reactome,1732
Ubiquinol Biosynthesis R-HSA-2142789,Reactome,1733
Ubiquitin Mediated Degradation Of Phosphorylated Cdc25A R-HSA-69601,Reactome,1734
Ubiquitin-dependent Degradation Of Cyclin D R-HSA-75815,Reactome,1735
"Unblocking Of NMDA Receptors, Glutamate Binding And Activation R-HSA-438066",Reactome,1736
Unfolded Protein Response (UPR) R-HSA-381119,Reactome,1737
Unwinding Of DNA R-HSA-176974,Reactome,1738
Uptake And Actions Of Bacterial Toxins R-HSA-5339562,Reactome,1739
Uptake And Function Of Anthrax Toxins R-HSA-5210891,Reactome,1740
Uptake And Function Of Diphtheria Toxin R-HSA-5336415,Reactome,1741
Uptake Of Dietary Cobalamins Into Enterocytes R-HSA-9758881,Reactome,1742
Urea Cycle R-HSA-70635,Reactome,1743
VEGF Binds To VEGFR Leading To Receptor Dimerization R-HSA-195399,Reactome,1744
VEGFA-VEGFR2 Pathway R-HSA-4420097,Reactome,1745
VEGFR2 Mediated Cell Proliferation R-HSA-5218921,Reactome,1746
VEGFR2 Mediated Vascular Permeability R-HSA-5218920,Reactome,1747
VLDL Clearance R-HSA-8964046,Reactome,1748
VLDLR Internalisation And Degradation R-HSA-8866427,Reactome,1749
Vasopressin Regulates Renal Water Homeostasis Via Aquaporins R-HSA-432040,Reactome,1750
Vasopressin-like Receptors R-HSA-388479,Reactome,1751
Vesicle-mediated Transport R-HSA-5653656,Reactome,1752
Vif-mediated Degradation Of APOBEC3G R-HSA-180585,Reactome,1753
Viral Messenger RNA Synthesis R-HSA-168325,Reactome,1754
Viral mRNA Translation R-HSA-192823,Reactome,1755
Virus Assembly And Release R-HSA-168268,Reactome,1756
Visual Phototransduction R-HSA-2187338,Reactome,1757
Vitamin B1 (Thiamin) Metabolism R-HSA-196819,Reactome,1758
Vitamin B2 (Riboflavin) Metabolism R-HSA-196843,Reactome,1759
Vitamin B5 (Pantothenate) Metabolism R-HSA-199220,Reactome,1760
Vitamin C (Ascorbate) Metabolism R-HSA-196836,Reactome,1761
Vitamin D (Calciferol) Metabolism R-HSA-196791,Reactome,1762
Vitamins R-HSA-211916,Reactome,1763
Voltage Gated Potassium Channels R-HSA-1296072,Reactome,1764
Vpr-mediated Nuclear Import Of PICs R-HSA-180910,Reactome,1765
Vpu Mediated Degradation Of CD4 R-HSA-180534,Reactome,1766
VxPx Cargo-Targeting To Cilium R-HSA-5620916,Reactome,1767
WNT Ligand Biogenesis And Trafficking R-HSA-3238698,Reactome,1768
WNT Mediated Activation Of DVL R-HSA-201688,Reactome,1769
"WNT5A-dependent Internalization Of FZD2, FZD5 And ROR2 R-HSA-5140745",Reactome,1770
WNT5A-dependent Internalization Of FZD4 R-HSA-5099900,Reactome,1771
Wax And Plasmalogen Biosynthesis R-HSA-8848584,Reactome,1772
XBP1(S) Activates Chaperone Genes R-HSA-381038,Reactome,1773
Xenobiotics R-HSA-211981,Reactome,1774
YAP1- And WWTR1 (TAZ)-stimulated Gene Expression R-HSA-2032785,Reactome,1775
ZBP1(DAI) Mediated Induction Of Type I IFNs R-HSA-1606322,Reactome,1776
Zinc Efflux And Compartmentalization By SLC30 Family R-HSA-435368,Reactome,1777
Zinc Influx Into Cells By SLC39 Gene Family R-HSA-442380,Reactome,1778
Zinc Transporters R-HSA-435354,Reactome,1779
Activated TAK1 Mediates P38 MAPK Activation R-HSA-450302,Reactome,1780
Alpha-Linolenic (Omega3) And Linoleic (Omega6) Acid Metabolism R-HSA-2046104,Reactome,1781
cGMP Effects R-HSA-418457,Reactome,1782
eNOS Activation R-HSA-203615,Reactome,1783
mRNA 3-End Processing R-HSA-72187,Reactome,1784
mRNA Capping R-HSA-72086,Reactome,1785
mRNA Editing R-HSA-75072,Reactome,1786
mRNA Splicing - Major Pathway R-HSA-72163,Reactome,1787
mRNA Splicing - Minor Pathway R-HSA-72165,Reactome,1788
mRNA Splicing R-HSA-72172,Reactome,1789
mRNA Decay By 3 To 5 Exoribonuclease R-HSA-429958,Reactome,1790
mRNA Decay By 5 To 3 Exoribonuclease R-HSA-430039,Reactome,1791
mTORC1-mediated Signaling R-HSA-166208,Reactome,1792
Mitochondrial Fatty Acid Beta-Oxidation Of Saturated Fatty Acids R-HSA-77286,Reactome,1793
Mitochondrial Fatty Acid Beta-Oxidation Of Unsaturated Fatty Acids R-HSA-77288,Reactome,1794
p130Cas Linkage To MAPK Signaling For Integrins R-HSA-372708,Reactome,1795
p38MAPK Events R-HSA-171007,Reactome,1796
p53-Dependent G1 DNA Damage Response R-HSA-69563,Reactome,1797
P75 NTR Receptor-Mediated Signaling R-HSA-193704,Reactome,1798
p75NTR Negatively Regulates Cell Cycle Via SC1 R-HSA-193670,Reactome,1799
p75NTR Recruits Signaling Complexes R-HSA-209543,Reactome,1800
p75NTR Regulates Axonogenesis R-HSA-193697,Reactome,1801
p75NTR Signals Via NF-kB R-HSA-193639,Reactome,1802
rRNA Modification In Mitochondrion R-HSA-6793080,Reactome,1803
rRNA Modification In Nucleus And Cytosol R-HSA-6790901,Reactome,1804
rRNA Processing R-HSA-72312,Reactome,1805
rRNA Processing In Mitochondrion R-HSA-8868766,Reactome,1806
rRNA Processing In Nucleus And Cytosol R-HSA-8868773,Reactome,1807
tRNA Aminoacylation R-HSA-379724,Reactome,1808
tRNA Modification In Mitochondrion R-HSA-6787450,Reactome,1809
tRNA Modification In Nucleus And Cytosol R-HSA-6782315,Reactome,1810
tRNA Processing R-HSA-72306,Reactome,1811
tRNA Processing In Mitochondrion R-HSA-6785470,Reactome,1812
tRNA Processing In Nucleus R-HSA-6784531,Reactome,1813
trans-Golgi Network Vesicle Budding R-HSA-199992,Reactome,1814
vRNP Assembly R-HSA-192905,Reactome,1815
ABC transporters,KEGG,1816
AGE-RAGE signaling pathway in diabetic complications,KEGG,1817
AMPK signaling pathway,KEGG,1818
Acute myeloid leukemia,KEGG,1819
Adherens junction,KEGG,1820
Adipocytokine signaling pathway,KEGG,1821
Adrenergic signaling in cardiomyocytes,KEGG,1822
African trypanosomiasis,KEGG,1823
"Alanine, aspartate and glutamate metabolism",KEGG,1824
Alcoholism,KEGG,1825
Aldosterone synthesis and secretion,KEGG,1826
Aldosterone-regulated sodium reabsorption,KEGG,1827
Allograft rejection,KEGG,1828
Alzheimer disease,KEGG,1829
Amino sugar and nucleotide sugar metabolism,KEGG,1830
Aminoacyl-tRNA biosynthesis,KEGG,1831
Amoebiasis,KEGG,1832
Amphetamine addiction,KEGG,1833
Amyotrophic lateral sclerosis (ALS),KEGG,1834
Antigen processing and presentation,KEGG,1835
Apelin signaling pathway,KEGG,1836
Apoptosis,KEGG,1837
Arachidonic acid metabolism,KEGG,1838
Arginine and proline metabolism,KEGG,1839
Arginine biosynthesis,KEGG,1840
Arrhythmogenic right ventricular cardiomyopathy (ARVC),KEGG,1841
Ascorbate and aldarate metabolism,KEGG,1842
Asthma,KEGG,1843
Autoimmune thyroid disease,KEGG,1844
Autophagy,KEGG,1845
Axon guidance,KEGG,1846
B cell receptor signaling pathway,KEGG,1847
Bacterial invasion of epithelial cells,KEGG,1848
Basal cell carcinoma,KEGG,1849
Basal transcription factors,KEGG,1850
Base excision repair,KEGG,1851
Bile secretion,KEGG,1852
Biosynthesis of unsaturated fatty acids,KEGG,1853
Bladder cancer,KEGG,1854
Breast cancer,KEGG,1855
Butanoate metabolism,KEGG,1856
C-type lectin receptor signaling pathway,KEGG,1857
Caffeine metabolism,KEGG,1858
Calcium signaling pathway,KEGG,1859
Carbohydrate digestion and absorption,KEGG,1860
Cardiac muscle contraction,KEGG,1861
Cell adhesion molecules (CAMs),KEGG,1862
Cell cycle,KEGG,1863
Cellular senescence,KEGG,1864
Central carbon metabolism in cancer,KEGG,1865
Chagas disease (American trypanosomiasis),KEGG,1866
Chemical carcinogenesis,KEGG,1867
Chemokine signaling pathway,KEGG,1868
Cholesterol metabolism,KEGG,1869
Choline metabolism in cancer,KEGG,1870
Cholinergic synapse,KEGG,1871
Chronic myeloid leukemia,KEGG,1872
Circadian entrainment,KEGG,1873
Circadian rhythm,KEGG,1874
Citrate cycle (TCA cycle),KEGG,1875
Cocaine addiction,KEGG,1876
Collecting duct acid secretion,KEGG,1877
Colorectal cancer,KEGG,1878
Complement and coagulation cascades,KEGG,1879
Cortisol synthesis and secretion,KEGG,1880
Cushing syndrome,KEGG,1881
Cysteine and methionine metabolism,KEGG,1882
Cytokine-cytokine receptor interaction,KEGG,1883
Cytosolic DNA-sensing pathway,KEGG,1884
D-Glutamine and D-glutamate metabolism,KEGG,1885
DNA replication,KEGG,1886
Dilated cardiomyopathy (DCM),KEGG,1887
Dopaminergic synapse,KEGG,1888
Drug metabolism,KEGG,1889
ECM-receptor interaction,KEGG,1890
Endocrine and other factor-regulated calcium reabsorption,KEGG,1891
Endocytosis,KEGG,1892
Endometrial cancer,KEGG,1893
Epithelial cell signaling in Helicobacter pylori infection,KEGG,1894
Epstein-Barr virus infection,KEGG,1895
ErbB signaling pathway,KEGG,1896
Estrogen signaling pathway,KEGG,1897
Ether lipid metabolism,KEGG,1898
Fanconi anemia pathway,KEGG,1899
Fat digestion and absorption,KEGG,1900
Fatty acid biosynthesis,KEGG,1901
Fatty acid degradation,KEGG,1902
Fatty acid elongation,KEGG,1903
Fc epsilon RI signaling pathway,KEGG,1904
Fc gamma R-mediated phagocytosis,KEGG,1905
Ferroptosis,KEGG,1906
Fluid shear stress and atherosclerosis,KEGG,1907
Focal adhesion,KEGG,1908
Folate biosynthesis,KEGG,1909
FoxO signaling pathway,KEGG,1910
Fructose and mannose metabolism,KEGG,1911
GABAergic synapse,KEGG,1912
Galactose metabolism,KEGG,1913
Gap junction,KEGG,1914
Gastric acid secretion,KEGG,1915
Gastric cancer,KEGG,1916
Glioma,KEGG,1917
Glucagon signaling pathway,KEGG,1918
Glutamatergic synapse,KEGG,1919
Glutathione metabolism,KEGG,1920
Glycerolipid metabolism,KEGG,1921
Glycerophospholipid metabolism,KEGG,1922
"Glycine, serine and threonine metabolism",KEGG,1923
Glycolysis / Gluconeogenesis,KEGG,1924
Glycosaminoglycan biosynthesis,KEGG,1925
Glycosaminoglycan degradation,KEGG,1926
Glycosphingolipid biosynthesis,KEGG,1927
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,KEGG,1928
Glyoxylate and dicarboxylate metabolism,KEGG,1929
GnRH signaling pathway,KEGG,1930
Graft-versus-host disease,KEGG,1931
HIF-1 signaling pathway,KEGG,1932
Hedgehog signaling pathway,KEGG,1933
Hematopoietic cell lineage,KEGG,1934
Hepatitis B,KEGG,1935
Hepatitis C,KEGG,1936
Hepatocellular carcinoma,KEGG,1937
Herpes simplex virus 1 infection,KEGG,1938
Hippo signaling pathway,KEGG,1939
Histidine metabolism,KEGG,1940
Homologous recombination,KEGG,1941
Human T-cell leukemia virus 1 infection,KEGG,1942
Human cytomegalovirus infection,KEGG,1943
Human immunodeficiency virus 1 infection,KEGG,1944
Human papillomavirus infection,KEGG,1945
Huntington disease,KEGG,1946
Hypertrophic cardiomyopathy (HCM),KEGG,1947
IL-17 signaling pathway,KEGG,1948
Inflammatory bowel disease (IBD),KEGG,1949
Inflammatory mediator regulation of TRP channels,KEGG,1950
Influenza A,KEGG,1951
Inositol phosphate metabolism,KEGG,1952
Insulin resistance,KEGG,1953
Insulin secretion,KEGG,1954
Insulin signaling pathway,KEGG,1955
Intestinal immune network for IgA production,KEGG,1956
JAK-STAT signaling pathway,KEGG,1957
Kaposi sarcoma-associated herpesvirus infection,KEGG,1958
Legionellosis,KEGG,1959
Leishmaniasis,KEGG,1960
Leukocyte transendothelial migration,KEGG,1961
Linoleic acid metabolism,KEGG,1962
Long-term depression,KEGG,1963
Long-term potentiation,KEGG,1964
Longevity regulating pathway,KEGG,1965
Lysine degradation,KEGG,1966
Lysosome,KEGG,1967
MAPK signaling pathway,KEGG,1968
Malaria,KEGG,1969
Mannose type O-glycan biosynthesis,KEGG,1970
Maturity onset diabetes of the young,KEGG,1971
Measles,KEGG,1972
Melanogenesis,KEGG,1973
Melanoma,KEGG,1974
Metabolism of xenobiotics by cytochrome P450,KEGG,1975
MicroRNAs in cancer,KEGG,1976
Mineral absorption,KEGG,1977
Mismatch repair,KEGG,1978
Mitophagy,KEGG,1979
Morphine addiction,KEGG,1980
Mucin type O-glycan biosynthesis,KEGG,1981
N-Glycan biosynthesis,KEGG,1982
NF-kappa B signaling pathway,KEGG,1983
NOD-like receptor signaling pathway,KEGG,1984
Natural killer cell mediated cytotoxicity,KEGG,1985
Necroptosis,KEGG,1986
"Neomycin, kanamycin and gentamicin biosynthesis",KEGG,1987
Neuroactive ligand-receptor interaction,KEGG,1988
Neurotrophin signaling pathway,KEGG,1989
Nicotinate and nicotinamide metabolism,KEGG,1990
Nicotine addiction,KEGG,1991
Nitrogen metabolism,KEGG,1992
Non-alcoholic fatty liver disease (NAFLD),KEGG,1993
Non-homologous end-joining,KEGG,1994
Non-small cell lung cancer,KEGG,1995
Notch signaling pathway,KEGG,1996
Nucleotide excision repair,KEGG,1997
Olfactory transduction,KEGG,1998
One carbon pool by folate,KEGG,1999
Oocyte meiosis,KEGG,2000
Osteoclast differentiation,KEGG,2001
Other glycan degradation,KEGG,2002
Other types of O-glycan biosynthesis,KEGG,2003
Ovarian steroidogenesis,KEGG,2004
Oxidative phosphorylation,KEGG,2005
Oxytocin signaling pathway,KEGG,2006
PI3K-Akt signaling pathway,KEGG,2007
PPAR signaling pathway,KEGG,2008
Pancreatic cancer,KEGG,2009
Pancreatic secretion,KEGG,2010
Pantothenate and CoA biosynthesis,KEGG,2011
"Parathyroid hormone synthesis, secretion and action",KEGG,2012
Parkinson disease,KEGG,2013
Pathogenic Escherichia coli infection,KEGG,2014
Pathways in cancer,KEGG,2015
Pentose and glucuronate interconversions,KEGG,2016
Pentose phosphate pathway,KEGG,2017
Peroxisome,KEGG,2018
Pertussis,KEGG,2019
Phagosome,KEGG,2020
Phenylalanine metabolism,KEGG,2021
"Phenylalanine, tyrosine and tryptophan biosynthesis",KEGG,2022
Phosphatidylinositol signaling system,KEGG,2023
Phospholipase D signaling pathway,KEGG,2024
Phosphonate and phosphinate metabolism,KEGG,2025
Phototransduction,KEGG,2026
Platelet activation,KEGG,2027
Porphyrin and chlorophyll metabolism,KEGG,2028
Primary bile acid biosynthesis,KEGG,2029
Primary immunodeficiency,KEGG,2030
Prion diseases,KEGG,2031
Progesterone-mediated oocyte maturation,KEGG,2032
Prolactin signaling pathway,KEGG,2033
Propanoate metabolism,KEGG,2034
Prostate cancer,KEGG,2035
Proteasome,KEGG,2036
Protein digestion and absorption,KEGG,2037
Protein export,KEGG,2038
Protein processing in endoplasmic reticulum,KEGG,2039
Proteoglycans in cancer,KEGG,2040
Proximal tubule bicarbonate reclamation,KEGG,2041
Purine metabolism,KEGG,2042
Pyrimidine metabolism,KEGG,2043
Pyruvate metabolism,KEGG,2044
RIG-I-like receptor signaling pathway,KEGG,2045
RNA degradation,KEGG,2046
RNA polymerase,KEGG,2047
RNA transport,KEGG,2048
Rap1 signaling pathway,KEGG,2049
Ras signaling pathway,KEGG,2050
Regulation of actin cytoskeleton,KEGG,2051
Regulation of lipolysis in adipocytes,KEGG,2052
Relaxin signaling pathway,KEGG,2053
Renal cell carcinoma,KEGG,2054
Renin secretion,KEGG,2055
Renin-angiotensin system,KEGG,2056
Retinol metabolism,KEGG,2057
Retrograde endocannabinoid signaling,KEGG,2058
Rheumatoid arthritis,KEGG,2059
Riboflavin metabolism,KEGG,2060
Ribosome,KEGG,2061
Ribosome biogenesis in eukaryotes,KEGG,2062
SNARE interactions in vesicular transport,KEGG,2063
Salivary secretion,KEGG,2064
Salmonella infection,KEGG,2065
Selenocompound metabolism,KEGG,2066
Serotonergic synapse,KEGG,2067
Shigellosis,KEGG,2068
Signaling pathways regulating pluripotency of stem cells,KEGG,2069
Small cell lung cancer,KEGG,2070
Sphingolipid metabolism,KEGG,2071
Sphingolipid signaling pathway,KEGG,2072
Spliceosome,KEGG,2073
Staphylococcus aureus infection,KEGG,2074
Starch and sucrose metabolism,KEGG,2075
Steroid biosynthesis,KEGG,2076
Steroid hormone biosynthesis,KEGG,2077
Sulfur metabolism,KEGG,2078
Sulfur relay system,KEGG,2079
Synaptic vesicle cycle,KEGG,2080
Synthesis and degradation of ketone bodies,KEGG,2081
Systemic lupus erythematosus,KEGG,2082
T cell receptor signaling pathway,KEGG,2083
TGF-beta signaling pathway,KEGG,2084
TNF signaling pathway,KEGG,2085
Taste transduction,KEGG,2086
Taurine and hypotaurine metabolism,KEGG,2087
Terpenoid backbone biosynthesis,KEGG,2088
Th1 and Th2 cell differentiation,KEGG,2089
Th17 cell differentiation,KEGG,2090
Thermogenesis,KEGG,2091
Thiamine metabolism,KEGG,2092
Thyroid cancer,KEGG,2093
Thyroid hormone signaling pathway,KEGG,2094
Thyroid hormone synthesis,KEGG,2095
Tight junction,KEGG,2096
Toll-like receptor signaling pathway,KEGG,2097
Toxoplasmosis,KEGG,2098
Transcriptional misregulation in cancer,KEGG,2099
Tryptophan metabolism,KEGG,2100
Tuberculosis,KEGG,2101
Type I diabetes mellitus,KEGG,2102
Type II diabetes mellitus,KEGG,2103
Tyrosine metabolism,KEGG,2104
Ubiquinone and other terpenoid-quinone biosynthesis,KEGG,2105
Ubiquitin mediated proteolysis,KEGG,2106
VEGF signaling pathway,KEGG,2107
