Pathway,Source,PathwayID,GlobalID
Glutathione metabolism,KEGG,1920,6808
Glycerolipid metabolism,KEGG,1921,6809
Glycerophospholipid metabolism,KEGG,1922,6810
"Glycine, serine and threonine metabolism",KEGG,1923,6811
Glycolysis / Gluconeogenesis,KEGG,1924,6812
Glycosaminoglycan biosynthesis,KEGG,1925,6813
Glycosaminoglycan degradation,KEGG,1926,6814
Glycosphingolipid biosynthesis,KEGG,1927,6815
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,KEGG,1928,6816
Glyoxylate and dicarboxylate metabolism,KEGG,1929,6817
GnRH signaling pathway,KEGG,1930,6818
Graft-versus-host disease,KEGG,1931,6819
HIF-1 signaling pathway,KEGG,1932,6820
Hedgehog signaling pathway,KEGG,1933,6821
Hematopoietic cell lineage,KEGG,1934,6822
Hepatitis B,KEGG,1935,6823
Hepatitis C,KEGG,1936,6824
Hepatocellular carcinoma,KEGG,1937,6825
Herpes simplex virus 1 infection,KEGG,1938,6826
Hippo signaling pathway,KEGG,1939,6827
Histidine metabolism,KEGG,1940,6828
Homologous recombination,KEGG,1941,6829
Human T-cell leukemia virus 1 infection,KEGG,1942,6830
Human cytomegalovirus infection,KEGG,1943,6831
Human immunodeficiency virus 1 infection,KEGG,1944,6832
Human papillomavirus infection,KEGG,1945,6833
Huntington disease,KEGG,1946,6834
Hypertrophic cardiomyopathy (HCM),KEGG,1947,6835
IL-17 signaling pathway,KEGG,1948,6836
Inflammatory bowel disease (IBD),KEGG,1949,6837
Inflammatory mediator regulation of TRP channels,KEGG,1950,6838
Influenza A,KEGG,1951,6839
Inositol phosphate metabolism,KEGG,1952,6840
Insulin resistance,KEGG,1953,6841
Insulin secretion,KEGG,1954,6842
Insulin signaling pathway,KEGG,1955,6843
Intestinal immune network for IgA production,KEGG,1956,6844
JAK-STAT signaling pathway,KEGG,1957,6845
Kaposi sarcoma-associated herpesvirus infection,KEGG,1958,6846
Legionellosis,KEGG,1959,6847
Leishmaniasis,KEGG,1960,6848
Leukocyte transendothelial migration,KEGG,1961,6849
Linoleic acid metabolism,KEGG,1962,6850
Long-term depression,KEGG,1963,6851
Long-term potentiation,KEGG,1964,6852
Longevity regulating pathway,KEGG,1965,6853
Lysine degradation,KEGG,1966,6854
Lysosome,KEGG,1967,6855
MAPK signaling pathway,KEGG,1968,6856
Malaria,KEGG,1969,6857
Mannose type O-glycan biosynthesis,KEGG,1970,6858
Maturity onset diabetes of the young,KEGG,1971,6859
Measles,KEGG,1972,6860
Melanogenesis,KEGG,1973,6861
Melanoma,KEGG,1974,6862
Metabolism of xenobiotics by cytochrome P450,KEGG,1975,6863
MicroRNAs in cancer,KEGG,1976,6864
Mineral absorption,KEGG,1977,6865
Mismatch repair,KEGG,1978,6866
Mitophagy,KEGG,1979,6867
Morphine addiction,KEGG,1980,6868
Mucin type O-glycan biosynthesis,KEGG,1981,6869
N-Glycan biosynthesis,KEGG,1982,6870
NF-kappa B signaling pathway,KEGG,1983,6871
NOD-like receptor signaling pathway,KEGG,1984,6872
Natural killer cell mediated cytotoxicity,KEGG,1985,6873
Necroptosis,KEGG,1986,6874
Neuroactive ligand-receptor interaction,KEGG,1988,6875
Neurotrophin signaling pathway,KEGG,1989,6876
Nicotinate and nicotinamide metabolism,KEGG,1990,6877
Nicotine addiction,KEGG,1991,6878
Nitrogen metabolism,KEGG,1992,6879
Non-alcoholic fatty liver disease (NAFLD),KEGG,1993,6880
Non-homologous end-joining,KEGG,1994,6881
Non-small cell lung cancer,KEGG,1995,6882
Notch signaling pathway,KEGG,1996,6883
Nucleotide excision repair,KEGG,1997,6884
Olfactory transduction,KEGG,1998,6885
One carbon pool by folate,KEGG,1999,6886
Oocyte meiosis,KEGG,2000,6887
Osteoclast differentiation,KEGG,2001,6888
Other glycan degradation,KEGG,2002,6889
Other types of O-glycan biosynthesis,KEGG,2003,6890
Ovarian steroidogenesis,KEGG,2004,6891
Oxidative phosphorylation,KEGG,2005,6892
Oxytocin signaling pathway,KEGG,2006,6893
PI3K-Akt signaling pathway,KEGG,2007,6894
PPAR signaling pathway,KEGG,2008,6895
Pancreatic cancer,KEGG,2009,6896
Pancreatic secretion,KEGG,2010,6897
Pantothenate and CoA biosynthesis,KEGG,2011,6898
"Parathyroid hormone synthesis, secretion and action",KEGG,2012,6899
Parkinson disease,KEGG,2013,6900
Pathogenic Escherichia coli infection,KEGG,2014,6901
Pathways in cancer,KEGG,2015,6902
Pentose and glucuronate interconversions,KEGG,2016,6903
Pentose phosphate pathway,KEGG,2017,6904
Peroxisome,KEGG,2018,6905
Pertussis,KEGG,2019,6906
Phagosome,KEGG,2020,6907
Phenylalanine metabolism,KEGG,2021,6908
"Phenylalanine, tyrosine and tryptophan biosynthesis",KEGG,2022,6909
Phosphatidylinositol signaling system,KEGG,2023,6910
Phospholipase D signaling pathway,KEGG,2024,6911
Phosphonate and phosphinate metabolism,KEGG,2025,6912
Phototransduction,KEGG,2026,6913
Platelet activation,KEGG,2027,6914
Porphyrin and chlorophyll metabolism,KEGG,2028,6915
Primary bile acid biosynthesis,KEGG,2029,6916
Primary immunodeficiency,KEGG,2030,6917
Prion diseases,KEGG,2031,6918
Progesterone-mediated oocyte maturation,KEGG,2032,6919
Prolactin signaling pathway,KEGG,2033,6920
Propanoate metabolism,KEGG,2034,6921
Prostate cancer,KEGG,2035,6922
Proteasome,KEGG,2036,6923
Protein digestion and absorption,KEGG,2037,6924
Protein export,KEGG,2038,6925
Protein processing in endoplasmic reticulum,KEGG,2039,6926
Proteoglycans in cancer,KEGG,2040,6927
Proximal tubule bicarbonate reclamation,KEGG,2041,6928
Purine metabolism,KEGG,2042,6929
Pyrimidine metabolism,KEGG,2043,6930
Pyruvate metabolism,KEGG,2044,6931
RIG-I-like receptor signaling pathway,KEGG,2045,6932
RNA degradation,KEGG,2046,6933
RNA polymerase,KEGG,2047,6934
RNA transport,KEGG,2048,6935
Rap1 signaling pathway,KEGG,2049,6936
Ras signaling pathway,KEGG,2050,6937
Regulation of actin cytoskeleton,KEGG,2051,6938
Regulation of lipolysis in adipocytes,KEGG,2052,6939
Relaxin signaling pathway,KEGG,2053,6940
Renal cell carcinoma,KEGG,2054,6941
Renin secretion,KEGG,2055,6942
Renin-angiotensin system,KEGG,2056,6943
Retinol metabolism,KEGG,2057,6944
Retrograde endocannabinoid signaling,KEGG,2058,6945
Rheumatoid arthritis,KEGG,2059,6946
Riboflavin metabolism,KEGG,2060,6947
Ribosome,KEGG,2061,6948
Ribosome biogenesis in eukaryotes,KEGG,2062,6949
SNARE interactions in vesicular transport,KEGG,2063,6950
Salivary secretion,KEGG,2064,6951
Salmonella infection,KEGG,2065,6952
Selenocompound metabolism,KEGG,2066,6953
Serotonergic synapse,KEGG,2067,6954
Shigellosis,KEGG,2068,6955
Signaling pathways regulating pluripotency of stem cells,KEGG,2069,6956
Small cell lung cancer,KEGG,2070,6957
Sphingolipid metabolism,KEGG,2071,6958
Sphingolipid signaling pathway,KEGG,2072,6959
Spliceosome,KEGG,2073,6960
Staphylococcus aureus infection,KEGG,2074,6961
Starch and sucrose metabolism,KEGG,2075,6962
Steroid biosynthesis,KEGG,2076,6963
Steroid hormone biosynthesis,KEGG,2077,6964
Sulfur metabolism,KEGG,2078,6965
Sulfur relay system,KEGG,2079,6966
Synaptic vesicle cycle,KEGG,2080,6967
Synthesis and degradation of ketone bodies,KEGG,2081,6968
Systemic lupus erythematosus,KEGG,2082,6969
T cell receptor signaling pathway,KEGG,2083,6970
TGF-beta signaling pathway,KEGG,2084,6971
TNF signaling pathway,KEGG,2085,6972
Taste transduction,KEGG,2086,6973
Taurine and hypotaurine metabolism,KEGG,2087,6974
Terpenoid backbone biosynthesis,KEGG,2088,6975
Th1 and Th2 cell differentiation,KEGG,2089,6976
Th17 cell differentiation,KEGG,2090,6977
Thermogenesis,KEGG,2091,6978
Thiamine metabolism,KEGG,2092,6979
Thyroid cancer,KEGG,2093,6980
Thyroid hormone signaling pathway,KEGG,2094,6981
Thyroid hormone synthesis,KEGG,2095,6982
Tight junction,KEGG,2096,6983
Toll-like receptor signaling pathway,KEGG,2097,6984
Toxoplasmosis,KEGG,2098,6985
Transcriptional misregulation in cancer,KEGG,2099,6986
Tryptophan metabolism,KEGG,2100,6987
Tuberculosis,KEGG,2101,6988
Type I diabetes mellitus,KEGG,2102,6989
Type II diabetes mellitus,KEGG,2103,6990
Tyrosine metabolism,KEGG,2104,6991
Ubiquinone and other terpenoid-quinone biosynthesis,KEGG,2105,6992
Ubiquitin mediated proteolysis,KEGG,2106,6993
VEGF signaling pathway,KEGG,2107,6994
"Valine, leucine and isoleucine degradation",KEGG,2108,6995
Vascular smooth muscle contraction,KEGG,2109,6996
Vasopressin-regulated water reabsorption,KEGG,2110,6997
Vibrio cholerae infection,KEGG,2111,6998
Viral carcinogenesis,KEGG,2112,6999
Viral myocarditis,KEGG,2113,7000
Vitamin B6 metabolism,KEGG,2114,7001
Vitamin digestion and absorption,KEGG,2115,7002
Wnt signaling pathway,KEGG,2116,7003
alpha-Linolenic acid metabolism,KEGG,2117,7004
beta-Alanine metabolism,KEGG,2118,7005
cAMP signaling pathway,KEGG,2119,7006
cGMP-PKG signaling pathway,KEGG,2120,7007
mRNA surveillance pathway,KEGG,2121,7008
mTOR signaling pathway,KEGG,2122,7009
p53 signaling pathway,KEGG,2123,7010
